logical_deal_id,target_name,date_announced,matched_cik,accession_number,filing_date,days_lag,mda_word_count,risk_word_count,deal_id,deal_status,number_of_days_between_date_announced_and_date_effective,percentage_of_shares_held_by_acquiror_6_months_prior_to_announcement,target_share_price_1_day_prior_to_announcement_usd,target_share_price_1_week_prior_to_announcement_usd,target_share_price_4_weeks_prior_to_announcement_usd,date_effective,share_price_paid_by_acquiror_for_target_shares_usd,premium_paid_1_day_prior_to_announcement,premium_paid_4_weeks_prior_to_announcement,premium_paid_1_week_prior_to_announcement,target_financial_advisors_name,consideration_price_per_share_usd,target_nation,acquirer_name,target_primary_sic,target_public_status,acquiror_ultimate_parent_name,final_stake_pct,percentage_of_cash,percentage_of_stock,target_ticker,deal_type,deal_value_usd_millions,rank_value_including_net_debt_of_target_usd_millions,percentage_of_shares_owned_after_transaction,acquiror_financial_advisors_name,date_withdrawn,rank_date,target_macro_industry,target_mid_industry,acquiror_macro_industry,acquiror_mid_industry,acquiror_nation,target_cusip,target_state,acquisition_techniques,form_of_the_deal,deal_attitude,tender_offer_flag,cross_border_deal_flag,acquiror_state,related_sdc_deal_number,competing_offer_flag,deal_completed,deal_outcome_terminal,time_to_close,year_announced,month_announced,payment_method_clean,flag_has_deal_id,flag_has_target_name,flag_has_announce_date,flag_terminal_outcome,flag_has_premium_inputs,has_premium,premium_1w,has_premium_1d,has_premium_4w,has_completion_outcome,has_ticker,has_cusip,operational_specificity_raw,fl_sentence_share,fl_precision_share,commitment_density,hedging_density,risk_transparency,risk_disclosure_raw,risk_numeric_density,tone_lm,pos_density,neg_density,operational_specificity_norm,forward_looking_norm,risk_transparency_norm,risk_disclosure_raw_norm,tone_lm_norm,operational_specificity_norm_level,forward_looking_norm_level,risk_transparency_norm_level,risk_disclosure_raw_norm_level,tone_lm_norm_level,premium_1d,premium_4w,completion,sic2,ind_year_fe,sample_core,sample_risk,sample_premium,sample_completion,sample_duration,operational_specificity_raw_outlier,fl_sentence_share_outlier,risk_transparency_outlier,tone_lm_outlier,mda_fog,mda_fk,risk_fog,risk_fk,mda_log_length,risk_log_length,mda_wc,risk_wc
Document Sciences Corp___2007-05-15,Document Sciences Corp,2007-05-15,0001016831,0001193125-06-070483,2006-03-31,410,5665,4140,1867942020,Completed,37,0,6,5.96,6.05,2007-06-21T00:00:00Z,6.5,8.33,7.44,9.06,NA,NA,United States,Document Sciences Corp,Prepackaged Software,Public,Document Sciences Corp,9.589,100,0,DOCX,Self-Tenders,2.757748,2.757748,9.589,NA,NA,2007-05-15T00:00:00Z,High Technology,Software,High Technology,Software,United States,25614R,California,Dutch Auction Tender Offer|Self-Tender|Tender Offer,Buyback,No Applicable,TRUE,FALSE,California,NA,NA,1,TRUE,37,2007,5,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9.06,TRUE,TRUE,TRUE,TRUE,TRUE,43.97485125698112,0.13529411764705881,0.391304347826087,2.097755401720159,6.293266205160478,0.6139063221146883,60.39430995757425,12.524557956777995,-0.6818181818181818,2.097755401720159,11.537654709460876,-1.069765687961911,1.530645641594269,-0.9065763388267837,-1.2248964106190672,-1.1345870597076158,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,8.33,7.44,1,Pr,Pr_2007,1,1,1,1,1,0,0,0,0,22.090057670126875,17.62346943483276,21.275499977754965,17.59893533615543,8.469472455204826,8.295798110636145,4767,4007
Document Sciences Corp___2007-12-27,Document Sciences Corp,2007-12-27,0001016831,0001193125-07-059483,2007-03-20,282,5320,4262,1938717020,Completed,70,0,8.235,8.39,8.61,2008-03-06T00:00:00Z,14.75,79.11,71.31,75.8,RBC Capital Markets,NA,United States,EMC Corp,Prepackaged Software,Public,EMC Corp,100,100,0,DOCX,Disclosed Value,83.887,81.388,100,NA,NA,2007-12-27T00:00:00Z,High Technology,Software,High Technology,Computers & Peripherals,United States,25614R,California,Not Applicable,Merger,Friendly,FALSE,FALSE,Massachusetts,NA,NA,1,TRUE,70,2007,12,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,75.8,TRUE,TRUE,TRUE,TRUE,TRUE,45.202462263372155,0.11976047904191617,0.25,2.496029044701611,6.126616746085773,0.6149739343247865,59.936908517350155,12.41346383385056,-0.65,2.269117313365101,11.118674835488994,-0.9920324710459135,1.0293335293017145,-0.8951369184227653,-1.2756225721236025,-0.9427512422896832,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,79.11,71.31,1,Pr,Pr_2007,1,1,1,1,1,0,0,0,0,21.517982339170892,17.128468789818353,21.24526015069034,17.59206848936758,8.390949464841986,8.323851131338817,4407,4121
Dole Food Co Inc___2013-06-11,Dole Food Co Inc,2013-06-11,0000018169,0001193125-13-103254,2013-03-12,91,15217,8898,2529039020,Completed,143,37.64,10.2,9.27,11.16,2013-11-01T00:00:00Z,13.5,32.35,20.97,45.63,Lazard,NA,United States,Investor Group,Deciduous tree fruits,Public,Investor Group,62.36,97.747,0,DOLE,Disclosed Value|Leveraged Buyouts,760.401,1018.442,100,Deutsche Bank,NA,2013-06-11T00:00:00Z,Consumer Staples,Agriculture & Livestock,Financials,Other Financials,United States,256603,California,Going Private|Unsolicited Deal|Acquiror Includes Management|Acquiror Is An Investor Group|Management Buyout|Leveraged Buyout,Merger,Friendly,FALSE,FALSE,Foreign,NA,NA,1,TRUE,143,2013,6,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45.63,TRUE,TRUE,TRUE,TRUE,TRUE,59.92741856268858,0.09050772626931568,0.5121951219512195,3.259718034390025,3.7486757395485286,0.8787943257627506,65.6571631373477,15.202119083266153,-0.38275862068965516,7.252872626517806,16.298590171950124,-0.04975574849730275,0.5168571959088968,1.0895205439143567,-0.5876965648366438,-0.23430061294338195,sic2,sic2,sic2,sic2,sic2,32.35,20.97,1,De,De_2013,1,1,1,1,1,0,0,0,0,21.350196862494368,17.478497331347437,21.986220712481494,18.376448915599685,9.414994033976548,9.042276686928927,12271,8453
Dollar Thrifty Automotive Group Inc___2011-02-24,Dollar Thrifty Automotive Group Inc,2011-02-24,0001049108,0001049108-10-000009,2010-03-04,357,11387,4003,2284222020,Completed,342,0,52.57,53.16,48.36,2012-02-01T00:00:00Z,NA,NA,NA,NA,NA,NA,United States,Dollar Thrifty Automotive Group Inc,Passenger car rental,Public,Dollar Thrifty Automotive Grp,0,100,0,DTG,Repurchases,100,100,NA,NA,NA,2011-02-24T00:00:00Z,Consumer Products and Services,Professional Services,Consumer Products and Services,Professional Services,United States,256743,Oklahoma,Privately Negotiated Purchase|Repurchase|Open Market Purchase,Buyback,No Applicable,FALSE,FALSE,Oklahoma,NA,NA,1,TRUE,342,2011,2,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,71.76456012563693,0.1237785016286645,0.6842105263157895,2.228216254251202,2.5800398733434973,0.6310508565975043,66.83937823834196,17.320427916454406,-0.4508670520231214,5.51190336577929,14.659317462178961,0.6720327706155053,1.512361313738021,0.08630938986163572,-0.6857911752739734,0.06553425470627734,sic2,sic2,sic2,sic2,sic2,NA,NA,1,Pa,Pa_2011,1,1,0,1,1,0,0,0,0,23.182109662267834,18.486549817717734,23.183609768838974,18.99453571894998,9.050992878742049,8.258422462458876,8527,3860
Dollar Thrifty Automotive Group Inc___2011-05-09,Dollar Thrifty Automotive Group Inc,2011-05-09,0001049108,0001049108-10-000009,2010-03-04,431,11387,4003,2307303020,Withdrawn,-999,0,43.99,43.07,33.53,NA,72,63.67,114.73,67.17,Goldman Sachs & Co|JP Morgan,NA,United States,Hertz Global Holdings Inc,Passenger car rental,Public,Hertz Global Holdings Inc,0,80,20,DTG,Disclosed Value,2082.901,2082.901,NA,Barclays|Deutsche Bank|Lazard|Bank of America Merrill Lynch,2011-10-27T00:00:00Z,2011-05-09T00:00:00Z,Consumer Products and Services,Professional Services,Consumer Products and Services,Professional Services,United States,256743,Oklahoma,Unsolicited Deal,Merger,Unsolicited,FALSE,FALSE,Florida,NA,True|False,0,TRUE,NA,2011,5,Mixed,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,67.17,TRUE,TRUE,TRUE,TRUE,TRUE,71.76456012563693,0.1237785016286645,0.6842105263157895,2.228216254251202,2.5800398733434973,0.6310508565975043,66.83937823834196,17.320427916454406,-0.4508670520231214,5.51190336577929,14.659317462178961,0.6720327706155053,1.512361313738021,0.08630938986163572,-0.6857911752739734,0.06553425470627734,sic2,sic2,sic2,sic2,sic2,63.67,114.73,0,Pa,Pa_2011,1,1,1,1,0,0,0,0,0,23.182109662267834,18.486549817717734,23.183609768838974,18.99453571894998,9.050992878742049,8.258422462458876,8527,3860
Dollar Thrifty Automotive Group Inc___2012-08-27,Dollar Thrifty Automotive Group Inc,2012-08-27,0001049108,0001049108-12-000014,2012-02-28,181,11419,4351,2444725020,Completed,85,0,81,76.99,75.5,2012-11-20T00:00:00Z,87.5,8.02,15.89,13.65,Deutsche Bank|Goldman Sachs & Co|JP Morgan,NA,United States,Hertz Global Holdings Inc,Passenger car rental,Public,Hertz Global Holdings Inc,100,100,0,DTG,Tender Offers|Disclosed Value,2568.122,2568.122,100,Barclays|Deutsche Bank|Lazard|Bank of America Merrill Lynch,NA,2012-08-27T00:00:00Z,Consumer Products and Services,Professional Services,Consumer Products and Services,Professional Services,United States,256743,Oklahoma,Tender/Merger|Tender Offer,Merger,Friendly,TRUE,FALSE,Florida,2455826006|2455828006|2888022116,False,1,TRUE,85,2012,8,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13.65,TRUE,TRUE,TRUE,TRUE,TRUE,81.57564739499666,0.09824561403508772,0.7857142857142857,2.2099447513812156,1.9643953345610805,0.6415332470611819,67.11249104370671,14.061401453011483,-0.24647887323943662,6.507059545733579,10.804174340085943,1.3302428486371316,0.593588619992085,0.1473755179641813,-0.6486317742090355,1.2688946742316225,sic2,sic2,sic2,sic2,sic2,8.02,15.89,1,Pa,Pa_2012,1,1,1,1,1,0,0,0,0,24.240649134812788,19.53029093753055,23.96837021810124,19.88286984998251,9.005159521036145,8.339739766019143,8145,4187
Dominion Homes Inc___2008-01-18,Dominion Homes Inc,2008-01-18,0000917857,0001193125-07-054681,2007-03-14,310,10513,3734,1944669020,Completed,145,46.099,0.47,0.51,0.44,2008-06-11T00:00:00Z,0.65,38.3,47.73,27.45,Raymond James & Associates Inc|Houlihan Lokey,NA,United States,Investor Group,Operative builders,Public,Investor Group,53.901,100,0,DHOM,Disclosed Value|Leveraged Buyouts,2.984,206.913,100,NA,NA,2008-01-18T00:00:00Z,Industrials,Building/Construction & Engineering,Financials,Other Financials,United States,257386,Ohio,Financial Acquiror|Going Private|Leveraged Buyout|Acquiror Is An Investor Group|Institutional Buyout,Merger,Friendly,FALSE,FALSE,Foreign,NA,NA,1,TRUE,145,2008,1,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,27.45,TRUE,TRUE,TRUE,TRUE,TRUE,59.935260159440666,0.13812154696132597,0.76,2.232641214556821,4.911810672025005,0.3219522315109039,69.64746345657782,2.5132644512705946,-0.41566265060240964,5.35833891493637,13.0609511051574,-0.1996579998648086,1.2523067904471528,-0.8849540113072315,-0.16254406624816223,-0.1510020737398882,sic2,sic2,sic2,sic2,sic2,38.3,47.73,1,Op,Op_2008,1,1,1,1,1,0,0,0,0,20.052237120315024,15.910057328330314,20.417897408355188,16.579889552333118,9.100302266767246,8.157370441186774,8958,3489
Domino's Pizza Inc___2015-10-27,Domino's Pizza Inc,2015-10-27,0001286681,0001193125-15-059100,2015-02-24,245,11545,6104,2816447020,Withdrawn,-999,0,105.81,106.19,105.87,NA,NA,NA,NA,NA,NA,NA,United States,Domino's Pizza Inc,Eating places,Public,Domino's Pizza Inc,0,100,0,DPZ,Repurchases,450,450,NA,NA,2017-10-12T00:00:00Z,2015-10-27T00:00:00Z,Retail,Food & Beverage Retailing,Retail,Food & Beverage Retailing,United States,25754A,Michigan,Repurchase|Open Market Purchase,Buyback,No Applicable,FALSE,FALSE,Michigan,NA,NA,0,TRUE,NA,2015,10,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,71.16096396148237,0.056265984654731455,0.2727272727272727,2.4063251976624267,4.239715824452848,0.3246011174155842,73.06015693112467,14.02974983096687,-0.2956521739130435,4.583476566976051,8.479431648905695,0.2094214695409842,-0.7687955687578668,0.34729754592227136,-0.18477781198195753,0.6627349204382196,sic2,sic2,sic2,sic2,sic2,NA,NA,0,Ea,Ea_2015,1,1,0,1,0,0,0,0,0,19.360103953157363,15.570965835091805,21.733796281738172,18.07482220160792,9.074176947163311,8.65434302956347,8727,5735
Domino's Pizza Inc___2019-10-08,Domino's Pizza Inc,2019-10-08,0001286681,0001193125-19-046191,2019-02-21,229,13302,7803,3463361020,Withdrawn,-999,0,242.21,245.77,243.57,NA,NA,NA,NA,NA,NA,NA,United States,Domino's Pizza Inc,Eating places,Public,Domino's Pizza Inc,0,100,0,DPZ,Repurchases,1000,1000,NA,NA,2021-02-24T00:00:00Z,2019-10-08T00:00:00Z,Retail,Food & Beverage Retailing,Retail,Food & Beverage Retailing,United States,25754A,Michigan,Repurchase|Privately Negotiated Purchase|Open Market Purchase,Buyback,No Applicable,FALSE,FALSE,Michigan,NA,NA,0,TRUE,NA,2019,10,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,77.79606685432759,0.036613272311212815,0.625,1.773049645390071,3.546099290780142,0.6036581308966731,70.86614173228347,11.936339522546419,-0.3185840707964602,3.7431048069345945,7.2892040977147365,0.6750818951005734,-1.329379499189797,2.0625404106888463,-0.4958155672322672,0.5328603193179504,sic2,sic2,sic2,sic2,sic2,NA,NA,0,Ea,Ea_2019,1,1,0,1,0,0,0,0,0,19.188083214541674,15.34010858804628,22.251855910149295,18.516539378167376,9.225426009394223,8.904630097005011,10152,7366
Domino's Pizza Inc___2021-02-24,Domino's Pizza Inc,2021-02-24,0001286681,0001193125-20-042675,2020-02-20,370,10417,10448,3702657020,Completed,146,0,366.74,376.49,376.91,2021-07-20T00:00:00Z,NA,NA,NA,NA,NA,NA,United States,Domino's Pizza Inc,Eating places,Public,Domino's Pizza Inc,5.797,100,0,DPZ,Repurchases,2000,2000,5.797,NA,NA,2021-02-24T00:00:00Z,Retail,Food & Beverage Retailing,Retail,Food & Beverage Retailing,United States,25754A,Michigan,Privately Negotiated Purchase|Repurchase|Open Market Purchase,Buyback,No Applicable,FALSE,FALSE,Michigan,NA,NA,1,TRUE,146,2021,2,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,74.922601311384,0.04361370716510903,0.6428571428571429,2.146735698951888,3.283242833691123,0.4270478371948141,69.64232340340739,10.254907705830647,-0.2736842105263158,4.293471397903776,7.576714231594899,0.47341822700572184,-1.1296955463320613,0.9769932590958558,-0.6693119523297124,0.7871502924757223,sic2,sic2,sic2,sic2,sic2,NA,NA,1,Ea,Ea_2021,1,1,0,1,1,0,0,0,0,20.127556236573174,16.33903421903042,23.74107097930943,19.818249024695152,8.977020214210413,9.2140335438138,7919,10037
Domtar Corp___2021-05-04,Domtar Corp,2021-05-04,0001381531,0001564590-20-006192,2020-02-25,434,11628,6419,3736841020,Completed,210,0,40.52,40.64,37.85,2021-11-30T00:00:00Z,55.5,36.97,46.63,36.56,Morgan Stanley & Co LLC,NA,United States,Paper Excellence Canada Holdings Corp,Paper mills,Public,Paper Excellence Canada,100,100,0,UFS,Disclosed Value,2838.543,2940.56,100,Barclays,NA,2021-05-11T00:00:00Z,Materials,Paper & Forest Products,Materials,Paper & Forest Products,Canada,257559,South Carolina,Going Private,Merger,Friendly,FALSE,TRUE,Foreign,3809708006|4422991116|4422992116|4422993116,NA,1,TRUE,210,2021,5,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36.56,TRUE,TRUE,TRUE,TRUE,TRUE,36.72938432581358,0.11370262390670553,0.5897435897435898,2.100840336134454,5.2521008403361344,0.41259187630241145,75.0276417627547,8.465276689136228,-0.6255144032921811,4.726890756302521,20.69327731092437,-1.6784208706156407,1.1497920084633695,-1.186343457986135,0.42829414900328056,-0.9627234025751343,sic2,sic2,sic2,sic2,sic2,36.97,46.63,1,Pa,Pa_2021,1,1,1,1,1,0,0,0,0,21.241113129602766,17.514235244566027,22.17321770748865,17.63543305459861,9.161150127785412,8.753213480544126,9520,6331
Donnelley Financial Solutions Inc___2022-08-23,Donnelley Financial Solutions Inc,2022-08-23,0001669811,0000950170-22-001605,2022-02-22,182,12989,7676,3965404020,Withdrawn,-999,0,41.81,43.96,31.49,NA,NA,NA,NA,NA,NA,NA,United States,Donnelley Financial Solutions Inc,"Business services, nec",Public,Donnelley Financial Solutions,0,100,0,DFIN,Repurchases,150,150,NA,NA,2025-05-15T00:00:00Z,2022-08-23T00:00:00Z,Financials,Other Financials,Financials,Other Financials,United States,25787G,Illinois,Privately Negotiated Purchase|Repurchase|Open Market Purchase,Buyback,No Applicable,FALSE,FALSE,Illinois,NA,NA,0,TRUE,NA,2022,8,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,64.60999727615992,0.037900874635568516,0.23076923076923078,0.6512233696157782,4.093404037584891,0.704811541420471,72.57851675903932,11.653790755532278,-0.5320197044334976,4.372499767420225,14.419946041492231,-0.046282843142125496,-1.0315768600724293,0.7242236625608189,0.2210626552924801,-0.6452998734222423,sic2,sic2,sic2,sic2,sic2,NA,NA,0,Bu,Bu_2022,1,1,0,1,0,0,0,0,0,24.89645915759513,20.288129311308314,23.749371124889286,19.019540427685687,9.282568005973063,8.933004591578547,10749,7578
Dorian LPG Ltd___2018-05-29,Dorian LPG Ltd,2018-05-29,0001596993,0001596993-17-000010,2017-06-14,349,13329,16669,3249679020,Withdrawn,-999,0,6.96,7.06,7.19,NA,8.671,24.58,20.6,22.82,Evercore Partners,8.671,United States,BW LPG Ltd,Deep sea foreign transportation of freight,Public,BW LPG Ltd,0,0,100,DORIAN,Disclosed Value,477.82,1154.181,NA,Citigroup Global Markets Inc,2018-10-08T00:00:00Z,2018-05-29T00:00:00Z,Industrials,Transportation & Infrastructure,Industrials,Transportation & Infrastructure,Singapore,Y2106R,Connecticut,Unsolicited Deal|Stock Swap,Merger,Unsolicited,FALSE,TRUE,Foreign,NA,NA,0,TRUE,NA,2018,5,Stock,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22.82,TRUE,TRUE,TRUE,TRUE,TRUE,67.57378844907552,0.055,0.2727272727272727,1.3150973172014728,4.734350341925302,0.30672739097831636,62.80612561225122,11.416361416361417,-0.43125,3.9452919516044185,9.994739610731193,0.46493641506317607,-0.47344050236147917,-1.319297579269528,-0.9181142874558982,-0.5032618490170521,sic2,sic2,sic2,sic2,sic2,24.58,20.6,0,De,De_2018,1,1,1,1,0,0,0,0,0,20.602502863684023,16.80314324081984,22.217473905781816,18.332674250089813,9.341894811716484,9.688374172917182,11406,16129
Dorman Products Inc___2013-12-12,Dorman Products Inc,2013-12-12,0000868780,0001193125-13-086770,2013-03-01,286,4667,2442,2597485020,Completed,4037,0,54.43,50.13,46.96,2024-12-31T00:00:00Z,NA,NA,NA,NA,NA,NA,United States,Dorman Products Inc,Motor vehicle parts and accessories,Public,Dorman Products Inc,21.171,100,0,DORM,Repurchases,600,600,21.171,NA,NA,2013-12-12T00:00:00Z,Industrials,Automobiles & Components,Industrials,Automobiles & Components,United States,749124,Pennsylvania,Open Market Purchase|Repurchase,Buyback,No Applicable,FALSE,FALSE,Pennsylvania,NA,NA,1,TRUE,4037,2013,12,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,54.83249328932953,0.05389221556886228,0.3333333333333333,2.1798365122615806,2.997275204359673,0.7939013906685882,83.19327731092437,12.417218543046358,-0.0392156862745098,6.539509536784741,7.084468664850136,-0.12269518487209624,-0.6980415468429639,0.8031671193386443,1.358782099695812,1.6229692887509979,sic2,sic2,sic2,sic2,sic2,NA,NA,1,Mo,Mo_2013,1,1,0,1,1,0,0,0,0,18.15731092436975,14.633603973548183,19.725105306763183,16.31190310905682,8.207946941048617,7.77485576666552,3670,2380
Dot Hill Systems Corp___2015-08-18,Dot Hill Systems Corp,2015-08-18,0001042783,0001042783-15-000017,2015-03-11,160,9762,10457,2792182020,Completed,49,0,5.44,5.33,6.315,2015-10-06T00:00:00Z,9.75,79.23,54.39,82.93,Morgan Stanley|Needham & Co LLC,NA,United States,Seagate Technology Plc,Computer storage devices,Public,Seagate Technology Plc,100,100,0,HILL,Disclosed Value,624.702,575.565,100,Perella Weinberg Partners LP,NA,2015-08-18T00:00:00Z,High Technology,Computers & Peripherals,High Technology,Computers & Peripherals,United States,25848T,California,Not Applicable,Merger,Friendly,FALSE,FALSE,California,NA,NA,1,TRUE,49,2015,8,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,82.93,TRUE,TRUE,TRUE,TRUE,TRUE,52.01287989458432,0.08424908424908426,0.2608695652173913,2.665697322185872,4.846722403974312,0.5981522727068799,69.08311409919126,6.699846860643185,-0.4523809523809524,4.119714043378165,11.02629346904156,-0.5466113177991416,-0.10357991870199969,-0.4988445298005514,-0.6319655588751679,-0.45309626504990436,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,79.23,54.39,1,Co,Co_2015,1,1,1,1,1,0,0,0,0,23.5664523537966,19.703812014299917,22.531753960125968,18.951884663059612,9.018332049592685,9.236300473645715,8253,10263
Double-Take Software Inc___2010-05-17,Double-Take Software Inc,2010-05-17,0001370314,0001370314-09-000005,2009-03-13,430,14601,6385,2173071020,Completed,70,0,8.71,8.92,8.74,2010-07-26T00:00:00Z,10.55,21.13,20.71,18.27,Thomas Weisel Partners|Bank of America Merrill Lynch,10.55,United States,Vision Solutions Inc,Prepackaged Software,Public,Thoma Cressey Bravo Inc,100,100,0,DBTK,Disclosed Value,223.147,134.416,100,Jefferies & Co Inc,NA,2010-05-17T00:00:00Z,High Technology,Software,High Technology,IT Consulting & Services,United States,258598,Massachusetts,Going Private|Financial Acquiror,Merger,Friendly,FALSE,FALSE,California,NA,NA,1,TRUE,70,2010,5,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,18.27,TRUE,TRUE,TRUE,TRUE,TRUE,67.81212951182297,0.0598669623059867,0.18518518518518517,2.4120975971797014,4.545876240838668,0.561960761467561,78.17697937458416,14.435695538057743,-0.3357664233576642,4.174784302811021,8.442341590128954,1.252272773538733,-0.9341837128237043,-0.7231844933623378,0.4464763217460495,0.7996804903855059,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,21.13,20.71,1,Pr,Pr_2010,1,1,1,1,1,0,0,0,0,20.057087194381143,16.030859039704392,21.335567298878505,17.82068806097779,9.285355075781629,8.701512750872865,10779,6012
Dova Pharmaceuticals Inc___2019-09-30,Dova Pharmaceuticals Inc,2019-09-30,0001685071,0001685071-19-000008,2019-03-05,209,9425,27896,3460636020,Completed,43,0,20.19,17.89,14.99,2019-11-12T00:00:00Z,29,43.64,93.46,62.1,Evercore Partners|Jefferies LLC,NA,United States,Swedish Orphan Biovitrum AB,Pharmaceutical preparations,Public,Swedish Orphan Biovitrum AB,100,95.214,0,DOVA,Disclosed Value|Tender Offers,902.732,846.651,100,Morgan Stanley,NA,2019-09-30T00:00:00Z,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals,Sweden,25985T,North Carolina,Tender/Merger|Tender Offer,Merger,Friendly,TRUE,TRUE,Foreign,3890967116|3890968116,NA,1,TRUE,43,2019,9,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,62.1,TRUE,TRUE,TRUE,TRUE,TRUE,28.201211104617478,0.05825242718446602,0.16666666666666666,4.874651810584958,4.5264623955431755,0.2206645547670144,69.38940261265229,6.221514866526803,-0.14788732394366197,6.963788300835655,9.401114206128135,-0.9620150599925521,-0.8211133757458997,-0.5476618163842258,0.4076661241265071,-0.007771124509309699,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,43.64,93.46,1,Ph,Ph_2019,1,1,1,1,1,0,0,0,0,25.12877452700098,20.50704600951035,25.74512478874088,21.611960067762492,9.061376218836225,10.21288219189356,8616,27252
Dover Motorsports Inc___2010-09-27,Dover Motorsports Inc,2010-09-27,0001017673,0001193125-10-049016,2010-03-05,206,4280,3021,2240477020,Withdrawn,-999,0,1.75,1.71,1.75,NA,1.728,-1.23,-1.23,1.08,NA,1.728,United States,Dover Downs Gaming & Entertainment Inc,"Racing, including track operation",Public,Dover Downs Gaming & Entertain,0,0,100,DVD,Disclosed Value,63.46868,99.85768,NA,NA,2010-10-13T00:00:00Z,2010-09-27T00:00:00Z,Media and Entertainment,Recreation & Leisure,Media and Entertainment,Casinos & Gaming,United States,260174,Delaware,Stock Swap|Reverse Takeover,Merger,Friendly,FALSE,FALSE,Delaware,NA,NA,0,TRUE,NA,2010,9,Stock,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.08,TRUE,TRUE,TRUE,TRUE,TRUE,62.61456999317297,0.09090909090909091,0.625,1.5731515469323545,6.030414263240692,0.4071542059877634,52.53422123566408,14.958044509303173,-0.5263157894736842,3.4084950183534346,11.274252753015206,0.13430486376077957,-0.11992293985955968,-0.7795926027437455,-1.9828774680380301,-0.517592655763648,sic2,sic2,sic2,sic2,sic2,-1.23,-1.23,0,Ra,Ra_2010,1,1,1,1,0,0,0,0,0,19.515379484212858,15.374662095858422,23.060014540167217,19.25120229007634,8.246433786160365,7.902117546276448,3814,2703
Dover Motorsports Inc___2021-11-08,Dover Motorsports Inc,2021-11-08,0001017673,0001104659-21-032106,2021-03-04,249,6039,3576,3828691020,Completed,44,0,2.29,2.25,2.411,2021-12-22T00:00:00Z,3.61,57.64,49.73,60.44,Raymond James & Associates Inc,NA,United States,Speedco II Inc,"Racing, including track operation",Public,Sonic Financial Corp,100,100,0,DVD,Tender Offers|Disclosed Value,131.489,107.806,100,BofA Securities Inc,NA,2021-11-08T00:00:00Z,Media and Entertainment,Recreation & Leisure,Media and Entertainment,Recreation & Leisure,United States,260174,Delaware,Tender Offer|Tender/Merger,Merger,Friendly,TRUE,FALSE,North Dakota,NA,NA,1,TRUE,44,2021,11,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,60.44,TRUE,TRUE,TRUE,TRUE,TRUE,70.637179719182285,0.04219409282700422,0.5,1.3523956723338484,6.9551777434312205,0.6918255794388178,55.81540380417836,26.952526799387442,-0.02531645569620253,7.341576506955177,7.727975270479134,0.6103156104176025,-1.5022946105928165,0.12511529719351414,-2.024473331614224,1.126957298904281,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,57.64,49.73,1,Ra,Ra_2021,1,1,1,1,1,0,0,0,0,18.433060706598592,14.606780722244363,22.407448730020548,18.845000355321833,8.551787836180736,8.073091199693154,5176,3207
