"deal_id","target_name"
"3658518020","Willamette Community Bank,Albany,Oregon"
"1973045020","William Wrigley Jr Co"
"2646130020","Williams Partners LP"
"2147849020","Williams Pipeline Partners LP"
"1979788020","Willow Financial Bancorp Inc, Wayne,Pennsylvania"
"2232775020","Wilmington Trust Corp, Wilmington,Delaware"
"2088613020","Woodbridge Holdings Corp"
"3365088020","Worldpay Inc"
"3105636020","Xenith Bankshares Inc,Richmond,VA"
"3252007020","Xtreme Drilling Corp"
"1875659020","Yardville National Bancorp Hamiltonnew Jersey"
"2568759020","Zoltek Cos Inc"
"1783627020","Zomax Inc"
"2282143020","Zoran Corp"
"3529609020","Zyla Life Sciences Inc"
